ReviewTitle,ReviewBody,Sentiment
"Stopped working
","Within 9 months it stopped working very bad product.GOT REPLACED NICE JOB.
",Neutral
"Over priced
","Over priced
",Neutral
"Worth it!
","Play Smooth
",Neutral
"Hear mindblowing music in the good name of 'Sennheiser'
","Honestly better sound producing headphones, one should try using this!
",Positive
"Sound quality
","Sound quality is best
",Positive
"Thumping Bass
","Nice Earphones, Bass is awesome, Perfectly fits in the ears, Loved it....
",Positive
"Four Stars
","Its an amazing earphones, got it for 1.5k. But its still costly.
",Neutral
"Not worth for money
","The quality is very bad. Bass is very less..
",Negative
"Perfect
","They were perfectly good
",Positive
"Superb sound..
","Sound is very balanced !! also, noise cancellation implementation is excellent. Considering the price, it is very good  product.
",Positive
"good sound quality and bass
","Been using it for almost a year now..good sound quality and bass. Noise cancellation is good & is very comfortable to the ear.only worry for few might be thin wires..
",Positive
"Awesome earphone
","I have been using this earphone from last one year and has been a great companion to me.
",Positive
"Excellent sound
","Excellent sound quality....
",Positive
"Perfection.
","Bought this 2 years ago. Still they are rocking!!
",Neutral
"Nice a must buy product
","Awesome product very good sound quality would have given 4 star but build quality is as poor as 500 rupees earphone
",Neutral
"Good sound quality.
","Has the sound quality which I expected. Worth it.
",Neutral
"Great purchase
","Buying it for the 2nd time. Great sound quality.
",Positive
"I lost it and did not think twice to buy ...
","I lost it and did not think twice to buy the same one again. The bass effect and the clarity of mic is awesome
",Positive
"Good one
","Very good product. Got this earphone a week ago, it's good to now. Bass and voice clarity is good
",Positive
"Awesome sound
","Awesome sound quality
",Positive
"Cheap and best
","It's cost effective and good sound quality
",Positive
"Sounds quality so best and so thank fully
","Another item received
",Neutral
"Good..
","Good for daily use
",Neutral
"Very good
","Good quality
",Neutral
"Good but not that much
","Sound is awesome bust its wair quality is to poor
",Neutral
"Excellent purchase
","Very good sound quality & a good bass too...
",Positive
"Awesome
","Awesome product must use product😍
",Positive
"Its great
","Sound is great,but needs to be more durable..
",Neutral
"Not so great as expected
","Nothing to appreciate sounds like CX 180 but only Mic is added
",Neutral
"Good quality
","Good quality
",Neutral
"Value for money.
","Very nice product.
",Neutral
"The brand-name is enough
","Great bass quality
",Positive
"Four Stars
","Best headfone with mic under 2k
",Positive
"Sennheiser CX 275 I have it before it's a best quality sound
","Sennheiser CX 275  I have it before it's a best quality sound
",Positive
"Bass and Clarity
","clarity is good but bass its that good for this price ..
",Positive
"jbl is more better than this
","if you are bass lover then dont go for it..jbl is more better than this..
",Positive
"Five Stars
","One of the best earphones purchased. One of the beat earphones at this price.
",Positive
"Five Stars
","Perfect headphones in this range.
",Positive
"Nice
","Very good.
",Neutral
"Good product
","Worth able
",Neutral
"Scene
","Scene illa
",Neutral
"Super Sound!
","Very good sound output!... Best quality.....
",Positive
"Three Stars
","Product is good. But probably my expectation was much higher from this product. I expected more bass in it.
",Neutral
"Five Stars
","very nice. package is too good . very soft to listen melodies.. not harming ears
",Positive
"Good product
","Sound quality is good
",Neutral
"Bass
","Amazing sound with great bass
",Positive
"Don't buy
","Not good quality seriously
",Neutral
"Very good
","Good earplugs, good sound quslity
",Positive
"Time waist money waist
","Within a month one sided earphone not working.
",Neutral
"Value for money
","Loved it.
",Positive
"Good
","Excellent for the price range
",Positive
"Five Stars
","Very good sound quality
",Neutral
"Five Stars
","Excellent product!!Just enjoying it's awesomeness.Thanks.
",Positive
"Four Stars
","nice
",Neutral
"Good
","Good
",Neutral
"Senheiser cx275
","Very goog build in quality
",Neutral
"Gud sound quality
","Gud one but ends won't last too long
",Neutral
"Technically excellent product - though wires could have been better
","Super headset with microphoneOnly con : Wires are too thin and fill can get broken anytime  - given one star less for it
",Neutral
"Impressive
","It is really an awesome product from Sennheiser. It is my first Sennheiser headset and I am totally impressed. the pouch is very nice. it separate my headset from mixing up with all other staff in my backpack.
",Positive
"Ok
","Ok
",Neutral
"Ok
","Not as good as expected
",Neutral
"Stylish and Good Sound.
","Good earphones with perfect sound, Looks stylish.Can buy the product.
",Positive
"Thin wire
","Wire quality is not good
",Neutral
"Five Stars
","I am loving it
",Positive
"Four Stars
","Good product.
",Neutral
"One Star
","Sound is not good as i expected.and not functioning one of the ear head
",Neutral
"Five Stars
","Great head set
",Positive
"Five Stars
","Crystal clear sound.
",Neutral
"Five Stars
","so clear voice...
",Neutral
"Five Stars
","Awesome product serves its purpose. I personally feel that it's better than the JBL one in the same category
",Positive
"Best in the price range of Rs.2000.
","Thanks to Amazon for deliver within expected time. Excellent product by Sennheiser. Super Noise Cancellation. Must buy for any one looking for Best in this price range.
",Positive
"sound qulity
","best sound output for  any device
",Positive
"Not waste your money
","This is only so so product only .
",Neutral
"Superb bass
","Awesome sound quality,superb bass
",Positive
"quality
","the best for music lovers
",Positive
"Good
","Best of the best
",Positive
"Amazing product, worth the money.
","Love the headphones. Absolutely no complains and worth the money. The delivery was on time too. I wish the build was better though.
",Positive
"Three Stars
","If you listen at full volume then person next to you will also get to hear all the sound
",Neutral
"best earphone
","bought this for a friend.He is very happy
",Positive
"Buy it if you like a balanced ear phone.
","Awesome product. Neither too much bass nor toomuch treable
",Positive
"Four Stars
","This product is as good as  Sennheiser stands for, they deliver very good sound beats.
",Positive
"Best earphone i had ever own
","Crisp and quality
",Neutral
"Good
","Its good product.
",Neutral
"Wire is very thin
","Sound is good but wire is very thin..
",Neutral
"About Earphone
","Material and packing is goodSound quality is awesome
",Positive
"A good buy
","Original product. Fast delivery . Good packing. Decent sound quality .
",Positive
"Four Stars
","Sound quality is good...Also they fit perfecty...
",Neutral
"Good
","Using almost 2  and half months. It's working properly till now. You can go for this.
",Neutral
"Very nice
","Very nice
",Neutral
"Best quality of sound
","Using this I'm able enjoy my favorite music at its maximum clarity... not only music but also the call.. sennheiser rocks...Amazon as usual the best in offers as well delivery...
",Positive
"superb, loved it :)
","the head set is superb, i liked it. With the headset on there is complete noise reduction cannot hear anything. the voice is clear and the bass is good.
",Positive
"Very nice with sound quality
","Nice
",Neutral
"Very poor bass
","Bass quality is very poor
",Negative
"Awesome
","Very good product.. Must buy..
",Neutral
"Average
","Average
",Neutral
"Five Stars
","works perfect! got it at a deal price!
",Positive
"Value for money
","Good for money. After a long time I got a good headphone with beautiful speaker. Good looks. Last but not least genuine product.
",Positive
"One Star
","bad quality cx180 is much better than this....dont waste money guys
",Negative
"Five Stars
","Awesome this headphones is.....go for it...
",Positive
"Five Stars
","Sound quality is as good we know by the name of the company
",Neutral
"Excellent headset, go for it
","Excellent headset, would have been better if it had a sound controller
",Positive
"Awesome earphones.
","Sound quality is really good.
",Neutral
"value for money.
","value for money.
",Neutral
"Worth money
","Sound quality is superb
",Positive
"great product
","Quality Control, great product.
",Positive
"Five Stars
","value for money
",Neutral
"Not better than skull candy smokin bud 2
","Skull candy is better option
",Neutral
"Great sound quality.
","Very good sound clarity but bass people has to stay away bcoz this is not upto the mark to give good amount of bass....Thanks Amazon.
",Positive
